Obs,experiment,year,treatment,plot,subplot_id,id,sampling,height_25,height_46,height_67
69,DN14,2014,dense,31,31069,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
70,DN14,2014,dense,31,31070,RIL_091,unknown,11.3886235876786,29.6134516470027,22.381896806317
71,DN14,2014,dense,31,31071,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
72,DN14,2014,dense,31,31072,RIL_078,unknown,9.7474537458745,29.3741097746404,28.4270306333411
73,DN14,2014,dense,31,31073,RIL_093,unknown,7.81114152366648,26.7990483621841,27.8245113794531
74,DN14,2014,dense,31,31074,RIL_018,unknown,8.19078797439965,34.9801762919857,34.9696345489808
75,DN14,2014,dense,31,31075,RIL_169,unknown,7.774961028711,30.836647815474,27.1172422156455
76,DN14,2014,dense,31,31076,RIL_203,unknown,8.75513584708363,33.0878308222092,32.5521794009694
77,DN14,2014,dense,31,31077,RIL_034,unknown,8.1967961042318,35.1186566573954,35.2288888234368
78,DN14,2014,dense,31,31078,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
79,DN14,2014,dense,31,31079,RIL_064,unknown,8.6306523346255,32.4448359878104,28.4114731922169
80,DN14,2014,dense,31,31080,RIL_121,unknown,10.0207069316273,36.1229150212188,31.0707056777235
81,DN14,2014,dense,31,31081,RIL_048,unknown,5.58943303528738,22.0379784318406,26.1062628337499
82,DN14,2014,dense,31,31082,RIL_144,unknown,10.5993461046156,39.8121979108966,37.0626453146247
83,DN14,2014,dense,31,31083,RIL_029,unknown,11.7423331502879,56.1157211608777,54.2734836770725
84,DN14,2014,dense,31,31084,RIL_178,unknown,7.53194117085423,24.364875104187,19.7878581347782
85,DN14,2014,dense,31,31085,RIL_038,unknown,10.7600101120292,40.1085742872822,38.9663096998673
86,DN14,2014,dense,31,31086,RIL_195,unknown,8.62065747409328,30.0962144858481,31.799296844998
87,DN14,2014,dense,31,31087,RIL_197,unknown,8.34145712128103,32.4034167739304,30.7187990416534
88,DN14,2014,dense,31,31088,RIL_220,unknown,12.13387393514,43.8756012879233,42.0361189900753
89,DN14,2014,dense,31,31089,RIL_199,unknown,10.9387643669205,43.0143065278553,40.6886867090353
90,DN14,2014,dense,31,31090,RIL_149,unknown,14.1989661095783,36.7251735246605,35.4866939523325
91,DN14,2014,dense,31,31091,RIL_170,unknown,14.7373770941383,69.4388319307671,66.7780266878459
92,DN14,2014,dense,31,31092,RIL_043,unknown,9.79982501472103,46.7012084290114,48.6537137484994
93,DN14,2014,dense,31,31093,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
94,DN14,2014,dense,31,31094,RIL_124,unknown,8.06345838596266,29.8893969122723,30.395506623175
95,DN14,2014,dense,31,31095,RIL_033,unknown,7.80304613672096,23.7629489404984,26.1972905097502
96,DN14,2014,dense,31,31096,RIL_023,unknown,9.95644132866187,46.9188254717577,40.9565287451747
97,DN14,2014,dense,31,31097,RIL_179,unknown,11.822540780845,45.5377600928382,41.6646242249933
98,DN14,2014,dense,31,31098,RIL_081,unknown,9.47634878000778,49.5397175319678,50.9667075704256
99,DN14,2014,dense,31,31099,RIL_072,unknown,7.60215394087913,36.4550799904622,33.4798132375739
100,DN14,2014,dense,31,31100,RIL_216,unknown,9.59083743193367,28.2632845086166,29.0245556722612
101,DN14,2014,dense,31,31101,RIL_101,unknown,12.9936129345272,49.1605027278223,52.3675201069488
102,DN14,2014,dense,31,31102,RIL_054,unknown,7.75460251062151,30.6162910396469,24.2660141243826
103,DN14,2014,dense,31,31103,RIL_120,unknown,9.5786943515154,35.547808003943,33.0503220613824
104,DN14,2014,dense,31,31104,RIL_125,unknown,8.59042414619727,44.4924598588322,40.6185016444101
105,DN14,2014,dense,31,31105,RIL_082,unknown,9.43017342452008,35.6452464991702,32.7654343678288
106,DN14,2014,dense,31,31106,RIL_219,unknown,11.4107615286291,29.8371782292218,31.0299016208919
107,DN14,2014,dense,31,31107,A10,unknown,9.76893187283426,16.6075812939169,NA
108,DN14,2014,dense,31,31108,RIL_020,unknown,13.4939439505451,64.1403456460768,59.403080474052
109,DN14,2014,dense,31,31109,RIL_194,unknown,11.4388466366391,40.0250159250921,37.3927618195169
110,DN14,2014,dense,31,31110,A10,unknown,9.76893187283426,16.6075812939169,NA
111,DN14,2014,dense,31,31111,RIL_115,unknown,9.28759966458422,29.3136790594193,26.1493731898082
112,DN14,2014,dense,31,31112,RIL_096,unknown,9.56275232392372,32.8742928735835,31.2000474174171
113,DN14,2014,dense,31,31113,RIL_185,unknown,9.21523867467327,41.5225683520872,37.0370099680571
114,DN14,2014,dense,31,31114,RIL_025,unknown,9.11884027022511,39.1376219530416,27.7608505530267
115,DN14,2014,dense,31,31115,RIL_011,unknown,9.55060924350544,35.91255575035,34.2168509543109
116,DN14,2014,dense,31,31116,RIL_208,unknown,11.1356088692896,45.4365930466601,42.4957603357106
117,DN14,2014,dense,31,31117,RIL_085,unknown,9.90431880611471,24.8469550601094,NA
118,DN14,2014,dense,31,31118,RIL_056,unknown,8.63874772157102,31.7763695694281,30.789758010826
119,DN14,2014,dense,31,31119,RIL_053,unknown,NA,31.5872697786934,37.3203605240344
120,DN14,2014,dense,31,31120,RIL_031,unknown,14.0140159413281,35.9891516289084,36.9970669198317
121,DN14,2014,dense,31,31121,RIL_129,unknown,8.33740942780827,37.6805105687578,36.6845285357667
122,DN14,2014,dense,31,31122,RIL_036,unknown,10.8383182689996,36.9791154644901,37.9023310861409
123,DN14,2014,dense,31,31123,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
124,DN14,2014,dense,31,31124,RIL_035,unknown,7.6238229245101,38.1452771289382,35.5508389137476
125,DN14,2014,dense,31,31125,RIL_087,unknown,9.56869949098317,19.4181015943066,27.6204802981692
126,DN14,2014,dense,31,31126,A10,unknown,9.76893187283426,16.6075812939169,20.0197696054768
127,DN14,2014,dense,31,31127,RIL_218,unknown,8.35817776239284,30.7426055314447,34.1253498148403
128,DN14,2014,dense,31,31128,RIL_168,unknown,7.84732201862196,35.8767807264609,35.3567821593157
129,DN14,2014,dense,31,31129,RIL_200,unknown,8.66278513610822,42.2500997198448,37.991050684328
130,DN14,2014,dense,31,31130,RIL_019,unknown,9.80792040166654,32.9500605387618,32.7882863945264
131,DN14,2014,dense,31,31131,RIL_113,unknown,12.1038893535433,35.6720656455829,31.9236396268266
132,DN14,2014,dense,31,31132,RIL_128,unknown,11.0853858203292,46.6441739249882,45.1007432570581
133,DN14,2014,dense,31,31133,RIL_193,unknown,10.8844936244873,44.7413074818651,46.6415526063869
134,DN14,2014,dense,31,31134,RIL_161,unknown,6.25232753230556,28.8013837458863,31.905394269961
135,DN14,2014,dense,31,31135,RIL_066,unknown,10.1351955835532,38.6307532960585,37.1563632778148
136,DN14,2014,dense,31,31136,RIL_196,unknown,12.9776709069355,28.3868592673336,29.5956726457906
137,DN14,2014,dense,31,31138,RIL_116,unknown,9.48444416695329,31.6140889251061,33.9956252729079
138,DN14,2014,dense,31,31139,RIL_006,unknown,10.077761965015,37.8832497588952,36.5273356678166
139,DN14,2014,dense,31,31140,RIL_070,unknown,9.11074488327959,30.3287639358148,31.7937278338098
140,DN14,2014,dense,31,31141,RIL_092,unknown,10.5491230556551,39.1532372431849,36.1190736061057
141,DN14,2014,dense,31,31142,RIL_106,unknown,7.05184862220014,32.7758391556803,28.9872969826041
142,DN14,2014,dense,31,31143,RIL_075,unknown,8.31122379338501,16.1287431157142,19.1252265328477
143,DN14,2014,dense,31,31144,A10,unknown,9.76893187283426,16.6075812939169,NA
144,DN14,2014,dense,31,31145,RIL_159,unknown,8.69301846400423,35.8150056739882,34.6157125689668
145,DN14,2014,dense,31,31146,RIL_180,unknown,11.5152553200228,40.2165337558559,38.7869493779534
146,DN14,2014,dense,31,31147,RIL_210,unknown,8.34777288157847,45.0193552398325,50.3758057310058
147,DN14,2014,dense,31,31148,RIL_059,unknown,10.0207069316273,43.553420987801,40.6614223779355
148,DN14,2014,dense,31,31149,RIL_077,unknown,7.83922663167644,35.3646510286549,31.9076051650592
149,DN14,2014,dense,31,31150,RIL_105,unknown,10.0428448725778,36.1903012117659,32.7483409748524
150,DN14,2014,dense,31,31151,RIL_099,unknown,8.60256722661554,34.1215948601926,32.1272024547922
151,DN14,2014,dense,31,31152,RIL_026,unknown,9.31163707912142,34.0248392478883,32.4851545298315
152,DN14,2014,dense,31,31153,RIL_175,unknown,10.7238296170737,33.4297055065954,31.692908464752
153,DN14,2014,dense,31,31154,RIL_134,unknown,10.7519147250837,47.8863815948005,53.3473881637687
154,DN14,2014,dense,31,31155,RIL_014,unknown,9.32972732659917,34.5198211656792,38.6849756735581
155,DN14,2014,dense,31,31156,A10,unknown,9.76893187283426,16.6075812939169,NA
156,DN14,2014,dense,31,31157,RIL_126,unknown,11.3805282007331,26.9107363817088,25.7659786736368
157,DN14,2014,dense,31,31158,RIL_206,unknown,12.7686833241482,38.0848464137171,39.3202387942268
158,DN14,2014,dense,31,31159,RIL_024,unknown,9.94834594171635,38.1962020934887,36.9332164708723
159,DN14,2014,dense,31,31160,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
160,DN14,2014,dense,31,31161,RIL_037,unknown,10.9668494749305,35.0389089016078,35.1294091133313
161,DN14,2014,dense,31,31162,RIL_004,unknown,9.66984855713819,35.4310256676216,33.6000216273163
162,DN14,2014,dense,31,31163,RIL_172,unknown,12.477588637217,41.3195513768081,39.1696740123678
163,DN14,2014,dense,31,31164,RIL_013,unknown,8.7672789275019,34.3074739988194,33.7733406602958
164,DN14,2014,dense,31,31165,RIL_143,unknown,10.8121326345764,43.1517984711167,44.8710674690198
165,DN14,2014,dense,31,31166,RIL_049,unknown,11.7682700384118,34.421367447776,34.1327398045423
166,DN14,2014,dense,31,31167,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
167,DN14,2014,dense,31,31168,RIL_153,unknown,10.6252829927395,41.0928170241456,34.7499483766028
168,DN14,2014,dense,31,31169,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
169,DN14,2014,dense,31,31170,RIL_207,unknown,8.52425906964512,40.9946577484109,37.6551749528524
170,DN14,2014,dense,31,31171,RIL_015,unknown,7.25868798510144,17.5271218903759,17.3861506432861
171,DN14,2014,dense,31,31172,RIL_146,unknown,10.125200723021,42.6568165533258,37.4676537009999
172,DN14,2014,dense,31,31173,RIL_041,unknown,8.90580499396499,31.6290737727049,31.1777690012155
173,DN14,2014,dense,31,31174,RIL_154,unknown,8.06820393552824,22.6157987773914,21.9114083935881
174,DN14,2014,dense,31,31175,RIL_176,unknown,6.43917717414242,24.7423918027336,21.3692836969921
175,DN14,2014,dense,31,31176,RIL_063,unknown,7.46471369067488,31.4844046269164,34.7453381495978
176,DN14,2014,dense,31,31177,RIL_114,unknown,8.40167503077371,36.8599521396469,38.3960572921168
177,DN14,2014,dense,31,31178,RIL_182,unknown,9.46420569958951,51.0270442738621,46.2539220467876
178,DN14,2014,dense,31,31179,A10,unknown,9.76893187283426,16.6075812939169,NA
179,DN14,2014,dense,31,31180,RIL_103,unknown,7.10549467654339,24.0236833027236,21.7784199539699
180,DN14,2014,dense,31,31181,RIL_209,unknown,13.0519313704332,46.380726234488,42.0536929608676
181,DN14,2014,dense,31,31182,RIL_158,unknown,8.10438443048371,33.9307969638589,34.9102035187692
182,DN14,2014,dense,31,31183,RIL_084,unknown,10.9287695063883,36.4590125058855,37.1991838643145
183,DN14,2014,dense,31,31184,RIL_211,unknown,8.50212112869463,38.1262656275971,37.8372303048531
184,DN14,2014,dense,31,31185,RIL_152,unknown,12.4211696748977,38.4406382826477,39.830669069457
185,DN14,2014,dense,31,31186,RIL_057,unknown,6.89308408837325,29.3371019946342,36.4437099824547
186,DN14,2014,dense,31,31187,A10,unknown,9.76893187283426,16.6075812939169,NA
187,DN14,2014,dense,31,31188,RIL_010,unknown,8.01393319309501,38.5832245427058,38.186351842467
188,DN14,2014,dense,31,31189,RIL_217,unknown,9.4401682850523,23.1807171610738,21.7485595540848
189,DN14,2014,dense,31,31190,RIL_060,unknown,8.68087538358596,38.0155928307484,38.1210590671977
190,DN14,2014,dense,31,31191,RIL_008,unknown,11.9048966312882,44.5012827265799,47.7720772920217
191,DN14,2014,dense,31,31192,RIL_138,unknown,8.01203371950831,32.1711996637169,29.0035258098016
192,DN14,2014,dense,31,31193,RIL_212,unknown,11.0700818236788,41.505028929012,39.0592901848957
193,DN14,2014,dense,31,31194,RIL_137,unknown,12.1681549565088,49.2830622638633,52.1415864229637
194,DN14,2014,dense,31,31195,RIL_167,unknown,8.89581013343278,32.0157114417904,31.342153792571
195,DN14,2014,dense,31,31196,RIL_118,unknown,8.03607113404552,39.9357726696136,40.07359244222
196,DN14,2014,dense,31,31197,RIL_215,unknown,10.0007172105629,59.1518205825633,54.0400634135325
197,DN14,2014,dense,31,31198,RIL_095,unknown,12.3469092114001,40.419550731135,41.522608511071
198,DN14,2014,dense,31,31199,B100,unknown,8.60834441520631,44.9300011432655,45.7996363798492
199,DN14,2014,dense,31,31200,RIL_119,unknown,9.42612573104732,43.3055885874442,36.1254117789443
200,DN14,2014,dense,31,31201,RIL_130,unknown,10.2215991274691,32.8267641202308,36.7842889736154
201,DN14,2014,dense,31,31202,A10,unknown,9.76893187283426,16.6075812939169,NA
202,DN14,2014,dense,31,31203,RIL_181,unknown,7.16228958065328,23.361326423814,25.0663830218767
203,DN14,2014,dense,31,31204,RIL_174,unknown,7.1482470266483,23.996181273388,23.0507636166484
204,DN14,2014,dense,31,31205,RIL_163,unknown,7.32700128153963,26.289466376926,28.7386356894314
205,DN14,2014,dense,31,31206,RIL_107,unknown,16.21168701517,46.6451891476642,44.3535274878522
206,DN14,2014,dense,31,31207,RIL_068,unknown,6.22574379204776,27.3595275202545,24.2195481424286
207,DN14,2014,dense,31,31208,RIL_109,unknown,10.139243277026,41.1969918407671,43.3941085686502
208,DN14,2014,dense,31,31209,RIL_071,unknown,11.5052604594905,47.3204479884421,48.5847701232706
209,DN14,2014,dense,31,31210,RIL_100,unknown,11.0406403303618,55.1288224657081,56.7884012637758
210,DN14,2014,dense,33,33001,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
211,DN14,2014,dense,33,33002,RIL_103,unknown,5.93301633399182,26.9208981601283,23.0186350625161
212,DN14,2014,dense,33,33003,RIL_110,unknown,10.4413236018054,40.3927047295485,34.7469086892567
213,DN14,2014,dense,33,33004,RIL_017,unknown,NA,43.5550922382261,42.6178337775677
214,DN14,2014,dense,33,33005,A10,unknown,8.59645353028268,19.5047961513216,21.259984714023
215,DN14,2014,dense,33,33006,RIL_216,unknown,8.41835908938209,31.1604993660213,30.2647707808073
216,DN14,2014,dense,33,33007,RIL_127,unknown,6.55630733067172,38.129634983621,36.8952303217173
217,DN14,2014,dense,33,33008,RIL_207,unknown,7.35178072709354,43.8918726058156,38.8953900613985
218,DN14,2014,dense,33,33009,RIL_063,unknown,6.2922353481233,34.3816194843211,35.9855532581439
219,DN14,2014,dense,33,33010,RIL_018,unknown,7.01830963184807,37.8773911493903,36.2098496575269
220,DN14,2014,dense,33,33011,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
221,DN14,2014,dense,33,33012,RIL_124,unknown,6.89098004341108,32.786611769677,31.6357217317211
222,DN14,2014,dense,33,33013,RIL_185,unknown,8.04276033212169,44.4197832094919,38.2772250766033
223,DN14,2014,dense,33,33014,RIL_178,unknown,6.35946282830265,27.2620899615916,21.0280732433243
224,DN14,2014,dense,33,33015,A10,unknown,8.59645353028268,19.5047961513216,21.259984714023
225,DN14,2014,dense,33,33016,RIL_082,unknown,8.2576950819685,38.5424613565748,34.0056494763749
226,DN14,2014,dense,33,33017,RIL_176,unknown,5.26669883159084,27.6396066601382,22.6094988055382
227,DN14,2014,dense,33,33018,RIL_085,unknown,8.73184046356313,27.7441699175141,25.2927826332997
228,DN14,2014,dense,33,33019,RIL_101,unknown,11.8211345919756,52.057717585227,53.6077352154949
229,DN14,2014,dense,33,33020,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
230,DN14,2014,dense,33,33021,RIL_109,unknown,8.96676493447439,44.0942066981718,44.6343236771963
231,DN14,2014,dense,33,33022,RIL_141,unknown,9.93099772525532,37.5691280338124,38.034781095932
232,DN14,2014,dense,33,33023,RIL_187,unknown,7.70334206981675,40.176785792401,36.3436037016226
233,DN14,2014,dense,33,33024,RIL_135,unknown,6.44424800755211,29.6877726915942,26.8194348519054
234,DN14,2014,dense,33,33025,RIL_056,unknown,7.46626937901944,34.6735844268328,32.0299731193721
235,DN14,2014,dense,33,33026,RIL_102,unknown,7.41604633005898,33.9643816774934,32.7290831318273
236,DN14,2014,dense,33,33028,RIL_099,unknown,7.43008888406396,37.0188097175973,33.3674175633383
237,DN14,2014,dense,33,33029,RIL_084,unknown,9.75629116383674,39.3562273632901,38.4393989728606
238,DN14,2014,dense,33,33030,A10,unknown,8.59645353028268,19.5047961513216,NA
239,DN14,2014,dense,33,33031,RIL_152,unknown,11.2486913323462,41.3378531400524,41.0708841780031
240,DN14,2014,dense,33,33032,RIL_117,unknown,7.83592096922039,31.2442407815219,30.8798638618983
241,DN14,2014,dense,33,33033,RIL_159,unknown,7.52054012145266,38.7122205313929,35.855927677513
242,DN14,2014,dense,33,33034,RIL_161,unknown,5.07984918975398,31.698598603291,33.1456093785072
243,DN14,2014,dense,33,33035,RIL_038,unknown,9.58753176947763,43.0057891446869,40.2065248084134
244,DN14,2014,dense,33,33036,RIL_156,unknown,6.41968073779533,36.6569083091939,34.0037295365597
245,DN14,2014,dense,33,33037,RIL_089,unknown,9.58158460241817,47.0888869059775,44.9718260217556
246,DN14,2014,dense,33,33038,A10,unknown,8.59645353028268,19.5047961513216,21.259984714023
247,DN14,2014,dense,33,33039,RIL_162,unknown,7.84591582975261,21.4272025452306,20.3778399278564
248,DN14,2014,dense,33,33040,RIL_196,unknown,11.805192564384,31.2840741247383,30.8358877543367
249,DN14,2014,dense,33,33041,RIL_154,unknown,6.89572559297666,25.5130136347961,23.1516235021342
250,DN14,2014,dense,33,33042,RIL_136,unknown,8.14320643004259,30.2173814008694,28.8277596715604
251,DN14,2014,dense,33,33043,RIL_190,unknown,3.99579919193403,27.7091441598784,26.6643635472399
252,DN14,2014,dense,33,33044,A10,unknown,8.59645353028268,19.5047961513216,21.259984714023
253,DN14,2014,dense,33,33045,RIL_148,unknown,8.279833022919,33.8822261326564,33.1540606708667
254,DN14,2014,dense,33,33046,RIL_104,unknown,6.28520236480498,42.6601859093498,44.3038237772032
255,DN14,2014,dense,33,33047,RIL_211,unknown,7.32964278614305,41.0234804850018,39.0774454133992
256,DN14,2014,dense,33,33048,RIL_046,unknown,5.59612223336355,28.2157289000901,25.2453998722556
257,DN14,2014,dense,33,33049,RIL_172,unknown,11.3051102946654,44.2167662342128,40.4098891209139
258,DN14,2014,dense,33,33050,RIL_019,unknown,8.63544205911496,35.8472753961665,34.0285015030725
259,DN14,2014,dense,33,33052,RIL_168,unknown,6.67484367607038,38.7739955838655,36.5969972678618
260,DN14,2014,dense,33,33053,RIL_139,unknown,5.31287418707854,NA,24.9231628278133
261,DN14,2014,dense,33,33054,RIL_008,unknown,10.7324182887366,47.3984975839846,49.0122924005678
262,DN14,2014,dense,33,33055,RIL_014,unknown,8.15724898404759,37.4170360230839,39.9251907821042
263,DN14,2014,dense,33,33056,RIL_037,unknown,9.79437113237893,37.9361237590125,36.3696242218774
264,DN14,2014,dense,33,33057,RIL_024,unknown,8.77586759916477,41.0934169508934,38.1734315794185
265,DN14,2014,dense,33,33058,RIL_043,unknown,8.62734667216945,49.5984232864161,49.8939288570455
266,DN14,2014,dense,33,33059,RIL_004,unknown,8.49737021458661,38.3282405250263,34.8402367358624
267,DN14,2014,dense,33,33060,RIL_070,unknown,7.93826654072801,33.2259787932195,33.0339429423559
268,DN14,2014,dense,33,33061,RIL_053,unknown,7.31832561993341,34.4844846360981,38.5605756325805
269,DN14,2014,dense,33,33062,RIL_093,unknown,6.6386631811149,29.6962632195888,29.0647264879992
270,DN14,2014,dense,33,33063,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
271,DN14,2014,dense,33,33064,RIL_112,unknown,12.2450569246098,41.4553183592967,40.2258243535908
272,DN14,2014,dense,33,33065,RIL_068,unknown,5.05326544949618,30.2567423776591,25.4597632509747
273,DN14,2014,dense,33,33066,RIL_087,unknown,8.39622114843159,22.3153164517113,28.8606954067154
274,DN14,2014,dense,33,33067,RIL_076,unknown,9.29024116918762,44.7144614802786,42.8386825853533
275,DN14,2014,dense,33,33068,RIL_210,unknown,7.17529453902689,47.9165700972372,51.6160208395519
276,DN14,2014,dense,33,33069,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
277,DN14,2014,dense,33,33070,RIL_199,unknown,9.76628602436895,45.91152138526,41.9289018175814
278,DN14,2014,dense,33,33071,RIL_163,unknown,6.15452293898806,29.1866812343307,29.9788507979776
279,DN14,2014,dense,33,33072,RIL_022,unknown,7.68120412886625,47.2375827055083,43.627571720067
280,DN14,2014,dense,33,33073,RIL_171,unknown,6.6608011220654,29.9434127370228,26.4565774445431
281,DN14,2014,dense,33,33074,RIL_044,unknown,9.64370198549754,44.1451316627223,42.6099632100497
282,DN14,2014,dense,33,33075,RIL_188,unknown,7.72263380703927,25.8944081918902,21.2520875803564
283,DN14,2014,dense,33,33076,RIL_027,unknown,7.82782558227487,39.2214487483037,36.1735062000238
284,DN14,2014,dense,33,33077,RIL_195,unknown,7.4481791315417,32.9934293432528,33.0395119535442
285,DN14,2014,dense,33,33078,RIL_013,unknown,7.59480058495032,37.2046888562241,35.013555768842
286,DN14,2014,dense,33,33079,RIL_002,unknown,11.108017045997,46.5657200759282,41.3153476526532
287,DN14,2014,dense,33,33080,RIL_114,unknown,7.22919668822213,39.7571669970516,39.636272400663
288,DN14,2014,dense,33,33081,RIL_064,unknown,7.45817399207392,35.3420508452151,29.651688300763
289,DN14,2014,dense,33,33082,RIL_128,unknown,9.91290747777758,49.5413887823928,46.3409583656042
290,DN14,2014,dense,33,33083,RIL_047,unknown,9.01698798343483,34.4342425544705,31.7001481626249
291,DN14,2014,dense,33,33084,RIL_074,unknown,8.1893817855303,34.5663078411819,31.9540187495072
292,DN14,2014,dense,33,33085,RIL_134,unknown,9.5794363825321,50.7835964522052,54.5876032723148
293,DN14,2014,dense,33,33086,RIL_081,unknown,8.3038704374562,52.4369323893725,52.2069226789717
294,DN14,2014,dense,33,33087,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
295,DN14,2014,dense,33,33088,RIL_098,unknown,10.391100552845,41.5325548589219,37.6755739456671
296,DN14,2014,dense,33,33089,RIL_201,unknown,13.1712097468486,64.5473679641372,56.7100922284672
297,DN14,2014,dense,33,33090,RIL_183,unknown,7.52648728851212,33.8944452116018,35.6177046001244
298,DN14,2014,dense,33,33091,RIL_057,unknown,5.72060574582167,32.2343168520389,37.6839250910009
299,DN14,2014,dense,33,33092,RIL_174,unknown,5.97576868409672,26.8933961307927,24.2909787251945
300,DN14,2014,dense,33,33093,RIL_116,unknown,8.31196582440172,34.5113037825108,35.235840381454
301,DN14,2014,dense,33,33094,RIL_033,unknown,6.63056779416938,26.6601637979031,27.4375056182963
302,DN14,2014,dense,33,33095,RIL_206,unknown,11.5962049815966,40.9820612711218,40.560453902773
303,DN14,2014,dense,33,33096,RIL_010,unknown,6.84145485054343,41.4804394001105,39.4265669510131
304,DN14,2014,dense,33,33097,RIL_062,unknown,10.616030163224,46.342676376632,44.4865493295528
305,DN14,2014,dense,33,33098,RIL_219,unknown,10.2382831860775,32.7343930866265,32.270116729438
306,DN14,2014,dense,33,33099,A10,unknown,8.59645353028268,19.5047961513216,NA
307,DN14,2014,dense,33,33100,RIL_149,unknown,13.0264877670267,39.6223883820652,36.7269090608786
308,DN14,2014,dense,33,33101,RIL_130,unknown,9.04912078491755,35.7239789776355,38.0245040821615
309,DN14,2014,dense,33,33102,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
310,DN14,2014,dense,33,33103,A10,unknown,8.59645353028268,19.5047961513216,NA
311,DN14,2014,dense,33,33104,RIL_060,unknown,7.50839704103438,40.9128076881531,39.3612741757439
312,DN14,2014,dense,33,33105,RIL_039,unknown,12.566384939437,29.2084060639467,25.8323676136408
313,DN14,2014,dense,33,33106,RIL_113,unknown,10.9314110109917,38.5692805029875,33.1638547353727
314,DN14,2014,dense,33,33107,RIL_096,unknown,8.39027398137215,35.7715077309882,32.4402625259632
315,DN14,2014,dense,33,33108,RIL_049,unknown,10.5957916958602,37.3185823051807,35.3729549130884
316,DN14,2014,dense,33,33109,RIL_213,unknown,10.9754381465934,58.7158767589739,61.1714953797749
317,DN14,2014,dense,33,33110,RIL_026,unknown,8.13915873656984,36.922054105293,33.7253696383777
318,DN14,2014,dense,33,33111,RIL_146,unknown,8.9527223804694,45.5540314107305,38.707868809546
319,DN14,2014,dense,33,33112,A10,unknown,8.59645353028268,19.5047961513216,NA
320,DN14,2014,dense,33,33113,RIL_220,unknown,10.9613955925884,46.772816145328,43.2763340986214
321,DN14,2014,dense,33,33114,RIL_001,unknown,11.6907039124581,54.6558695931451,50.8021689300682
322,DN14,2014,dense,33,33115,RIL_100,unknown,9.86816198781023,58.0260373231128,58.0286163723219
323,DN14,2014,dense,33,33116,RIL_067,unknown,12.2310143706048,44.1495430965961,44.1810193186754
324,DN14,2014,dense,33,33117,RIL_218,unknown,7.18569941984126,33.6398203888494,35.3655649233864
325,DN14,2014,dense,33,33118,RIL_016,unknown,7.71738462382173,38.2851232055474,34.5157947249434
326,DN14,2014,dense,33,33119,A10,unknown,8.59645353028268,19.5047961513216,NA
327,DN14,2014,dense,33,33120,RIL_170,unknown,13.5648987515867,72.3360467881718,68.0182417963921
328,DN14,2014,dense,33,33121,RIL_144,unknown,9.42686776206403,42.7094127683013,38.3028604231708
329,DN14,2014,dense,33,33122,RIL_184,unknown,7.05044243333079,33.5566496213363,31.8641477802931
330,DN14,2014,dense,33,33123,RIL_011,unknown,8.37813090095386,38.8097706077547,35.457066062857
331,DN14,2014,dense,33,33124,RIL_194,unknown,10.2663682940875,42.9222307824968,38.632976928063
332,DN14,2014,dense,33,33125,RIL_078,unknown,8.57497540332293,32.2713246320451,29.6672457418873
333,DN14,2014,dense,33,33126,RIL_204,unknown,5.11305356613682,26.8075893509558,26.8834694099712
334,DN14,2014,dense,33,33127,RIL_041,unknown,7.73332665141341,34.5262886301096,32.4179841097616
335,DN14,2014,dense,33,33128,RIL_181,unknown,5.9898112381017,26.2585412812187,26.3065981304228
336,DN14,2014,dense,33,33129,RIL_221,unknown,7.6088431389553,39.6471507965063,36.8821747309741
337,DN14,2014,dense,33,33130,RIL_158,unknown,6.93190608793214,36.8280118212636,36.1504186273153
338,DN14,2014,dense,33,33131,RIL_197,unknown,7.16897877872945,35.3006316313351,31.9590141501995
339,DN14,2014,dense,33,33132,RIL_031,unknown,12.8415375987765,38.8863664863131,38.2372820283778
340,DN14,2014,dense,33,33133,RIL_071,unknown,10.332782116939,50.2176628458468,49.8249852318167
341,DN14,2014,dense,33,33134,RIL_091,unknown,10.216145245127,32.5106665044074,23.6221119148631
342,DN14,2014,dense,33,33135,RIL_142,unknown,8.49072007929306,36.3544223933356,33.9929731306977
343,DN14,2014,dense,33,33136,RIL_157,unknown,9.87267928934933,36.717339024415,36.2734946135761
344,DN14,2014,dense,33,33137,RIL_217,unknown,8.26768994250072,26.0779320184785,22.9887746626309
345,DN14,2014,dense,33,33138,RIL_092,unknown,9.37664471310357,42.0504521005896,37.3592887146518
346,DN14,2014,dense,33,33139,RIL_180,unknown,10.3427769774712,43.1137486132606,40.0271644864996
